project_id,source_id,address,town,province,source_type,improvement,source_status,date_of_completion,comments
18055,AkRu05665224,129 Ramaphosa Road,Rural,Akatsi,well,Install RO filter,Backlog,,
18056,HaDe16414224,130 Ndege Tambo Road,Deka,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18057,AmAm09940224,38 Afro Jazz Street,Amina,Amanzi,river,Drill well,Backlog,,
18058,SoMa34300224,45 Freetown Road,Marang,Sokoto,well,Install RO filter,Backlog,,
18059,AmRu15567224,149 Jerusalema Lane,Rural,Amanzi,shared_tap,Install 1 taps nearby,Backlog,,
18060,SoRu37068224,194 Nelson Mandela Street,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18061,HaRu20593224,13 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18062,AkRu06482224,112 Popo Kamuzu Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18063,AkRu07650224,3 Mto Wa Furaha Road,Rural,Akatsi,river,Drill well,Backlog,,
18064,HaRu18355224,21 Bamako Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18065,KiRu27190224,124 Maseru Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18066,SoRu39431224,1 Amadou & Mariam Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
18067,KiRu26514224,7 Alexandria Avenue,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18068,AmAs10927224,1 Mto Mbuni Avenue,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18069,AmRu12791224,11 Kilimanjaro Drive,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18070,KiIs23493224,116 Langata Road,Isiqalo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18071,AkRu03034224,17 Giza Promenade,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
18072,HaRu20748224,180 Tuku Street,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18073,HaRu19635224,40 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18074,AkRu06206224,9 Tembo Mandela Road,Rural,Akatsi,well,Install RO filter,Backlog,,
18075,HaRu19782224,43 Chanzo Cha Furaha Road,Rural,Hawassa,river,Drill well,Backlog,,
18076,AkRu02683224,15 Nyota Avenue,Rural,Akatsi,well,Install RO filter,Backlog,,
18077,HaZa21656224,143 Kampala Road,Zanzibar,Hawassa,well,Install UV and RO filter,Backlog,,
18078,AkRu04452224,4 Antananarivo Road,Rural,Akatsi,well,Install RO filter,Backlog,,
18079,SoIl32979224,67 Cape Verde Street,Ilanga,Sokoto,well,Install RO filter,Backlog,,
18080,AkRu03651224,147 Koinange Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18081,KiRu30024224,81 Special Star Road,Rural,Kilimani,well,Install RO filter,Backlog,,
18082,HaRu19848224,143 Chanzo Cha Furaha Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18083,AmRu13870224,119 Timbuktu Road,Rural,Amanzi,well,Install RO filter,Backlog,,
18084,AmRu12802224,30 Kilimanjaro Drive,Rural,Amanzi,well,Install RO filter,Backlog,,
18085,AkLu02344224,94 Okonjo-Iweala Street,Lusaka,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18086,HaRu20130224,104 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18087,AkRu05162224,55 Luanda Boulevard,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
18088,KiRu29259224,76 Bahari Ya Faraja Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18089,HaDe16359224,29 Dangote Drive,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
18090,KiRu30080224,15 Burna Boy Street,Rural,Kilimani,well,Install RO filter,Backlog,,
18091,AmAs10530224,84 Nadi Kijani Lane,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18092,SoRu39353224,23 Isicathamiya Avenue,Rural,Sokoto,shared_tap,Install 6 taps nearby,Backlog,,
18093,HaSe20878224,50 Pygmy Trail,Serowe,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18094,AmAs10156224,42 Tembo Road,Asmara,Amanzi,well,Install RO filter,Backlog,,
18095,AmBe11237224,107 Mbuzi Mbeki Street,Bello,Amanzi,shared_tap,Install 4 taps nearby,Backlog,,
18096,AkKi01115224,31 Sungura Biko Avenue,Kintampo,Akatsi,well,Install RO filter,Backlog,,
18097,KiMr24431224,60 Okocha Street,Mrembo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18098,KiRu27754224,20 Desmond Tutu Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18099,KiRu28966224,63 Ziwa La Kioo Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18100,KiRu28846224,19 Ziwa La Kioo Road,Rural,Kilimani,river,Drill well,Backlog,,
18101,AkRu06189224,68 Tembo Mandela Road,Rural,Akatsi,well,Install RO filter,Backlog,,
18102,HaRu20676224,173 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18103,AmRu14515224,54 Desmond Tutu Road,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18104,AmAm09673224,14 Ziwa Mzuri Avenue,Amina,Amanzi,shared_tap,Install 1 taps nearby,Backlog,,
18105,KiRu28821224,72 Ziwa La Kioo Road,Rural,Kilimani,well,Install RO filter,Backlog,,
18106,KiRu27668224,98 Desmond Tutu Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18107,HaRu20138224,92 Milima Kali Street,Rural,Hawassa,well,Install RO filter,Backlog,,
18108,AkLu01744224,65 Lilongwe Street,Lusaka,Akatsi,well,Install RO filter,Backlog,,
18109,AkRu05316224,70 Kenyatta Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18110,SoRu36491224,48 Nkrumah Road,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18111,AmRu15297224,93 Mawimbi Maji Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18112,AmAm09691224,12 Ziwa Mzuri Avenue,Amina,Amanzi,river,Drill well,Backlog,,
18113,AmRu14128224,102 Zinjathropus Street,Rural,Amanzi,well,Install RO filter,Backlog,,
18114,HaAm15967224,108 Garang Street,Amina,Hawassa,well,Install RO filter,Backlog,,
18115,SoRu37624224,70 Panya Zinjathropus Avenue,Rural,Sokoto,well,Install RO filter,Backlog,,
18116,SoRu36766224,95 Kamuzu Banda Road,Rural,Sokoto,river,Drill well,Backlog,,
18117,AmRu14696224,176 Nyama Choma Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18118,AkKi00917224,158 Tunis Street,Kintampo,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18119,AkRu08131224,136 Pwani Ya Utukufu Road,Rural,Akatsi,shared_tap,Install 7 taps nearby,Backlog,,
18120,SoRu35995224,187 Seychelles Street,Rural,Sokoto,river,Drill well,Backlog,,
18121,AkRu06913224,5 Fisi Nkrumah Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18122,SoRu37205224,141 Nelson Mandela Street,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18123,KiMr24972224,158 Mlima Wa Matumaini Street,Mrembo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18124,KiRu27969224,105 Duma Leakey Road,Rural,Kilimani,well,Install RO filter,Backlog,,
18125,KiIs23841224,142 Farasi Makeba Street,Isiqalo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18126,KiRu26389224,82 Kimathi Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18127,HaRu20708224,17 Tuku Street,Rural,Hawassa,well,Install RO filter,Backlog,,
18128,AmAs10238224,32 Dakar Drive,Asmara,Amanzi,well,Install RO filter,Backlog,,
18129,SoIl32862224,166 Cape Verde Street,Ilanga,Sokoto,river,Drill well,Backlog,,
18130,AkRu08595224,47 African Unity Drive,Rural,Akatsi,well,Install RO filter,Backlog,,
18131,SoRu37735224,124 Kuku Kenyatta Road,Rural,Sokoto,shared_tap,Install 8 taps nearby,Backlog,,
18132,SoRu37589224,59 Panya Zinjathropus Avenue,Rural,Sokoto,river,Drill well,Backlog,,
18133,KiRu27765224,141 Desmond Tutu Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18134,AkRu02928224,42 Sahara Terrace,Rural,Akatsi,well,Install RO filter,Backlog,,
18135,AkRu03693224,82 Lumumba Street,Rural,Akatsi,shared_tap,Install 5 taps nearby,Backlog,,
18136,KiHa22748224,30 Tripoli Street,Harare,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18137,AmRu15088224,29 Mto Maridadi Avenue,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18138,KiRu28077224,70 Duma Leakey Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18139,AmAm09747224,66 Zamajobe Avenue,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18140,KiRu26251224,141 Kimathi Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18141,AmDa11816224,9 Nyoka Achebe Street,Dahabu,Amanzi,river,Drill well,Backlog,,
18142,SoRu36784224,25 Kamuzu Banda Road,Rural,Sokoto,well,Install RO filter,Backlog,,
18143,KiRu27715224,146 Desmond Tutu Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18144,AkRu08170224,74 Pwani Ya Utukufu Road,Rural,Akatsi,shared_tap,Install 6 taps nearby,Backlog,,
18145,HaRu16974224,172 Twiga Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18146,AmRu14941224,18 Nyati Zuma Drive,Rural,Amanzi,shared_tap,Install 1 taps nearby,Backlog,,
18147,SoRu39045224,109 Youssou N'Dour Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
18148,KiRu25993224,26 Timbuktu Run,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18149,AmAm09364224,27 Zambezi Way,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18150,AmRu14330224,49 Julius Nyerere Drive,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18151,SoKo33083224,8 Akili Parkway,Kofi,Sokoto,river,Drill well,Backlog,,
18152,HaAm16136224,42 Kifaru Lumumba Road,Amina,Hawassa,well,Install UV and RO filter,Backlog,,
18153,HaRu20759224,55 Tuku Street,Rural,Hawassa,shared_tap,Install 7 taps nearby,Backlog,,
18154,KiRu27524224,40 Soyinka Boulevard,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18155,AkHa00049224,96 Addis Ababa Road,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18156,AmAb09160224,36 Kigali Drive,Abidjan,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18157,HaDe16368224,70 Ndege Tambo Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
18158,AkLu02251224,146 Okonjo-Iweala Street,Lusaka,Akatsi,well,Install RO filter,Backlog,,
18159,KiHa23207224,108 Port Said Street,Harare,Kilimani,well,Install UV and RO filter,Backlog,,
18160,AkRu05666224,91 Ramaphosa Road,Rural,Akatsi,well,Install RO filter,Backlog,,
18161,AmAm09580224,66 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18162,SoRu39232224,18 Hugh Masekela Avenue,Rural,Sokoto,well,Install RO filter,Backlog,,
18163,AmAs10076224,7 Tembo Road,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18164,KiAm21950224,29 Zanzibar Crossing,Amara,Kilimani,well,Install UV and RO filter,Backlog,,
18165,AmRu15513224,161 Jerusalema Lane,Rural,Amanzi,well,Install RO filter,Backlog,,
18166,KiRu26025224,4 Zambezi Drive,Rural,Kilimani,well,Install RO filter,Backlog,,
18167,KiIs24129224,91 Kiboko Senghor Road,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
18168,SoKo33334224,1 Chura Mandela Avenue,Kofi,Sokoto,shared_tap,Install 4 taps nearby,Backlog,,
18169,KiRu26284224,185 Kimathi Street,Rural,Kilimani,well,Install RO filter,Backlog,,
18170,HaRu18333224,48 Bamako Avenue,Rural,Hawassa,river,Drill well,Backlog,,
18171,AkRu06684224,13 Mbuni Nyerere Avenue,Rural,Akatsi,well,Install RO filter,Backlog,,
18172,AkRu03468224,27 Baobab Court,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
18173,KiRu27470224,14 Kaduna Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18174,HaRu18089224,15 Bamenda Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18175,AkRu06494224,185 Popo Kamuzu Street,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
18176,KiMr24390224,54 Okocha Street,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
18177,HaRu20581224,108 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18178,AkRu03431224,31 Onyx Drive,Rural,Akatsi,shared_tap,Install 7 taps nearby,Backlog,,
18179,HaYa21380224,34 Okapi Road,Yaounde,Hawassa,well,Install RO filter,Backlog,,
18180,AmAm09575224,175 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18181,SoRu39424224,34 Amadou & Mariam Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18182,AkRu06512224,129 Popo Kamuzu Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18183,HaYa21419224,102 Okapi Road,Yaounde,Hawassa,well,Install RO filter,Backlog,,
18184,AmRu14834224,147 Nyama Choma Street,Rural,Amanzi,well,Install RO filter,Backlog,,
18185,HaRu19320224,165 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install RO filter,Backlog,,
18186,SoMa34170224,29 Mawimbi Mafupi Drive,Majengo,Sokoto,river,Drill well,Backlog,,
18187,KiMr24512224,36 Okocha Street,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
18188,AmAs10553224,190 Nadi Kijani Lane,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18189,AmAm09615224,96 Lumumba Lane,Amina,Amanzi,river,Drill well,Backlog,,
18190,SoRu36218224,146 Casablanca Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
18191,SoRu39113224,128 Youssou N'Dour Road,Rural,Sokoto,river,Drill well,Backlog,,
18192,SoIl32516224,142 Sfax Street,Ilanga,Sokoto,well,Install RO filter,Backlog,,
18193,KiZu31158224,13 Conakry Street,Zuri,Kilimani,well,Install UV and RO filter,Backlog,,
18194,HaDj16662224,12 Durban Road,Djenne,Hawassa,well,Install RO filter,Backlog,,
18195,KiRu29996224,134 Special Star Road,Rural,Kilimani,well,Install RO filter,Backlog,,
18196,HaRu20820224,119 Tuku Street,Rural,Hawassa,well,Install RO filter,Backlog,,
18197,AmRu15262224,83 Mawimbi Maji Street,Rural,Amanzi,river,Drill well,Backlog,,
18198,SoKo33147224,56 Biko Avenue,Kofi,Sokoto,well,Install RO filter,Backlog,,
18199,HaDj16723224,70 Durban Road,Djenne,Hawassa,well,Install UV and RO filter,Backlog,,
18200,KiZu31366224,5 Mto Wa Maji Avenue,Zuri,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
18201,AkRu05561224,92 Wole Soyinka Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18202,SoIl32385224,22 Sfax Street,Ilanga,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18203,AmRu15228224,132 Mawimbi Maji Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18204,SoMa34622224,27 Thomas Mapfumo Road,Marang,Sokoto,well,Install UV and RO filter,Backlog,,
18205,HaRu19427224,48 Twiga Lumumba Boulevard,Rural,Hawassa,well,Install RO filter,Backlog,,
18206,HaAm16121224,104 Kifaru Lumumba Road,Amina,Hawassa,well,Install UV and RO filter,Backlog,,
18207,HaZa21807224,50 Jomo Kenyatta Avenue,Zanzibar,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18208,AmDa11536224,176 Johannesburg Street,Dahabu,Amanzi,shared_tap,Install 1 taps nearby,Backlog,,
18209,KiHa23075224,188 Bujumbura Street,Harare,Kilimani,well,Install RO filter,Backlog,,
18210,HaRu17240224,31 Savannah Grove,Rural,Hawassa,well,Install RO filter,Backlog,,
18211,KiRu26470224,55 Alexandria Avenue,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18212,AmRu14203224,195 Zinjathropus Street,Rural,Amanzi,well,Install UV and RO filter,Backlog,,
18213,AmAs10209224,23 Nile Way,Asmara,Amanzi,shared_tap,Install 5 taps nearby,Backlog,,
18214,KiRu25547224,5 Okavango Bend,Rural,Kilimani,well,Install RO filter,Backlog,,
18215,HaRu18632224,111 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18216,KiZu31202224,138 Conakry Street,Zuri,Kilimani,shared_tap,Install 4 taps nearby,Backlog,,
18217,AkRu02812224,120 Nia Lane,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
18218,AkRu06999224,139 Fisi Nkrumah Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18219,KiMr24425224,101 Okocha Street,Mrembo,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
18220,SoRu36153224,10 Rabat Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18221,KiRu27655224,45 Desmond Tutu Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18222,KiRu28807224,167 Bahari Nzuri Street,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
18223,AmBe11106224,159 Achebe Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18224,HaRu19119224,19 Winnie Mandela Street,Rural,Hawassa,well,Install RO filter,Backlog,,
18225,SoMa33699224,70 Algiers Road,Majengo,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18226,KiRu29987224,93 Special Star Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18227,KiRu28425224,74 Sungura Amanpour Road,Rural,Kilimani,well,Install RO filter,Backlog,,
18228,KiRu29784224,117 Ziwa La Upendo Street,Rural,Kilimani,well,Install RO filter,Backlog,,
18229,AkRu03566224,24 Koinange Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18230,AmAm09511224,124 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18231,KiRu26683224,15 Malabo Drive,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18232,SoIl32376224,54 Sfax Street,Ilanga,Sokoto,well,Install UV and RO filter,Backlog,,
18233,HaRu20481224,191 Gbenga Adeyinka Street,Rural,Hawassa,well,Install RO filter,Backlog,,
18234,SoRu35692224,13 Moroni Avenue,Rural,Sokoto,well,Install RO filter,Backlog,,
18235,SoRu37904224,30 Paka Dangote Street,Rural,Sokoto,river,Drill well,Backlog,,
18236,KiIs23571224,7 Langata Road,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
18237,SoRu37318224,18 Kofi Annan Avenue,Rural,Sokoto,river,Drill well,Backlog,,
18238,KiRu29450224,150 Bahari Nyeupe Street,Rural,Kilimani,river,Drill well,Backlog,,
18239,KiRu30512224,99 Sahara Street,Rural,Kilimani,river,Drill well,Backlog,,
18240,HaDe16506224,72 Ndege Tambo Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
18241,SoRu39082224,98 Youssou N'Dour Road,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18242,SoRu36815224,87 Kamuzu Banda Road,Rural,Sokoto,river,Drill well,Backlog,,
18243,HaRu19462224,79 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18244,AkRu04378224,156 Asmara Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18245,KiRu28157224,99 Kipepeo Johnson Street,Rural,Kilimani,well,Install RO filter,Backlog,,
18246,HaYa21560224,3 Wangari Maathai Avenue,Yaounde,Hawassa,well,Install RO filter,Backlog,,
18247,KiRu28497224,31 Sungura Amanpour Road,Rural,Kilimani,well,Install RO filter,Backlog,,
18248,HaDe16449224,11 Ndege Tambo Road,Deka,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18249,AkRu08282224,147 Freedom Road,Rural,Akatsi,river,Drill well,Backlog,,
18250,AkRu03132224,12 Asmara Boulevard,Rural,Akatsi,river,Drill well,Backlog,,
18251,AkRu07683224,134 Ukingo Wa Mto Road,Rural,Akatsi,shared_tap,Install 4 taps nearby,Backlog,,
18252,AkRu07730224,5 Ukingo Wa Mto Road,Rural,Akatsi,well,Install RO filter,Backlog,,
18253,HaRu20319224,181 Johnny Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18254,HaDe16367224,139 Ndege Tambo Road,Deka,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
18255,KiRu29485224,72 Bahari Nyeupe Street,Rural,Kilimani,well,Install RO filter,Backlog,,
18256,AmBe11248224,50 Mbuzi Mbeki Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18257,HaRu18146224,34 Djibouti Drive,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18258,AmBe11155224,77 Mbuzi Mbeki Street,Bello,Amanzi,well,Install UV and RO filter,Backlog,,
18259,HaRu17062224,106 Twiga Lane,Rural,Hawassa,shared_tap,Install 3 taps nearby,Backlog,,
18260,HaRu17862224,185 Lubumbashi Lane,Rural,Hawassa,river,Drill well,Backlog,,
18261,AkRu04392224,57 Asmara Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18262,KiMr24625224,132 Kob Maathai Road,Mrembo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18263,AmRu12971224,95 Cairo Road,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18264,SoRu38424224,63 Pwani Ya Joto Road,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18265,SoMa33852224,33 Ciss̩ Road,Majengo,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18266,HaRu17441224,128 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18267,AmPw12320224,80 Jengo Street,Pwani,Amanzi,shared_tap,Install 7 taps nearby,Backlog,,
